agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
Androscoggin County Sheriff's Office,18,Sheriff's office,ME,Androscoggin,Auburn,4210,23001
Angelina County Constable Pct. 1,1,Constable/marshal,TX,Angelina,Lufkin,75902,48005
Angelina County Constable Pct. 2,1,Constable/marshal,TX,Angelina,Lufkin,75915,48005
Angelina County Constable Pct. 3,1,Constable/marshal,TX,Angelina,Huntington,75949,48005
Angelina County Sheriff's Office,46,Sheriff's office,TX,Angelina,Lufkin,75901,48005
Angelo State University Police,13,Special jurisdiction,TX,Tom Green,San Angelo,76909,48451
Angels Camp Police Department,9,Local police department,CA,Calaveras,Angels Camp,95222,6009
Angie Police Department,1,Local police department,LA,Washington,Angie,70426,22117
Angier Police Department,10,Local police department,NC,Harnett,Angier,27501,37085
Angleton I.S.D. Police Dept.,4,Special jurisdiction,TX,Brazoria,Angleton,77515,48039
Angleton Police Department,37,Local police department,TX,Brazoria,Angleton,77515,48039
Angola Police,17,Local police department,IN,Steuben,Angola,46703,18151
Anguilla Police Department,2,Local police department,MS,Sharkey,Anguilla,38721,28125
Anita Police Department,1,Local police department,IA,Cass,Anita,50020,19029
Ankeny Police Department,48,Local police department,IA,Polk,Ankeny,50023,19153
Anmoore Police Department,1,Local police department,WV,Harrison,Anmoore,26323,54033
Ann Arbor Police Department,160,Local police department,MI,Washtenaw,Ann Arbor,48104,26161
Anna Police Department,10,Local police department,TX,Collin,Anna,75409,48085
Anna Police Department,2,Local police department,OH,Shelby,Anna,45302,39149
Anna Police Dept,8,Local police department,IL,Union,Anna,62906,17181
Annandale Police Department,5,Local police department,MN,Wright,Annandale,55302,27171
Annapolis Police Department,114,Local police department,MD,Anne Arundel,Annapolis,21401,24003
Annawan Police Dept,1,Local police department,IL,Henry,Annawan,61234,17073
Anne Arundel County Police Department,633,Local police department,MD,Anne Arundel,Millersville,21108,24003
Anne Arundel County Sheriff's Office,73,Sheriff's office,MD,Anne Arundel,Annapolis,21401,24003
Anniston Police Department,83,Local police department,AL,Calhoun,Anniston,36202,1015
Annville Township Police Department,5,Local police department,PA,Lebanon,Annville,17003,42075
Anoka County Sheriff's Office,133,Sheriff's office,MN,Anoka,Anoka,55303,27003
Anoka Police Department,27,Local police department,MN,Anoka,Anoka,55303,27003
Anson County Sheriff's Office,30,Sheriff's office,NC,Anson,Wadesboro,28170,37007
Anson Police Department,4,Local police department,TX,Jones,Anson,79501,48253
Ansonia Police Department,2,Local police department,OH,Darke,Ansonia,45303,39037
Ansonia Police Department,44,Local police department,CT,New Haven,Ansonia,6401,9009
Ansted Police Department,2,Local police department,WV,Fayette,Ansted,25812,54019
Antelope County Sheriff's Office,6,Sheriff's office,NE,Antelope,Neligh,68756,31003
Anthon Police Department,1,Local police department,IA,Woodbury,Anthon,51004,19193
Anthony Police Department,11,Local police department,TX,El Paso,Anthony,79821,48141
Anthony Police Department,5,Local police department,KS,Harper,Anthony,67003,20077
Antigo Police Department,15,Local police department,WI,Langlade,Antigo,54409,55067
Antioch Police Department,120,Local police department,CA,Contra Costa,Antioch,94509,6013
Antioch Police Dept,28,Local police department,IL,Lake,Antioch,60002,17097
Antlers Police Department,6,Local police department,OK,Pushmataha,Antlers,74523,40127
Antonito Police Department,2,Local police department,CO,Conejos,Antonito,81120,8021
Antrim County Sheriff's Office,19,Sheriff's office,MI,Antrim,Bellaire,49615,26009
Antrim Police Department,3,Local police department,NH,Hillsborough,Antrim,3440,33011
Antwerp Police Department,3,Local police department,OH,Paulding,Antwerp,45813,39125
Apache County Sheriff's Office,38,Sheriff's office,AZ,Apache,Saint Johns,85936,4001
Apache Junction Police Department,55,Local police department,AZ,Pinal,Apache Junction,85219,4021
Apache Police Department,3,Local police department,OK,Caddo,Apache,73006,40015
Apalachicola Police Department,-9,Local police department,FL,Franklin,Apalachicola,32320,12037
Apex Police Department,55,Local police department,NC,Wake,Apex,27502,37183
Aplington Police Department,2,Local police department,IA,Butler,Aplington,50604,19023
Apollo Borough Police Department,1,Local police department,PA,Armstrong,Apollo,15613,42005
Apopka Police Department,85,Local police department,FL,Orange,Apopka,32703,12095
Appalachia Police Department,6,Local police department,VA,Wise,Appalachia,24216,51195
Appalachian Behavioral Healthcare Police Dept.,7,Special jurisdiction,OH,Athens,Cambridge,43725,39009
Appalachian State University Police Dept,25,Special jurisdiction,NC,Watauga,Boone,28608,37189
Appanoose County Sheriff's Office,8,Sheriff's office,IA,Appanoose,Centerville,52544,19007
Apple Creek Police Department,1,Local police department,OH,Wayne,Apple Creek,44606,39169
Apple Valley Police Department,51,Local police department,MN,Dakota,Apple Valley,55124,27037
Appleton City Police Department,2,Local police department,MO,St. Clair,Appleton City,64724,29185
Appleton Police Department,4,Local police department,MN,Swift,Appleton,56208,27151
Appleton Police Department,110,Local police department,WI,Outagamie,Appleton,54911,55087
Appling County Sheriff's Office,14,Sheriff's office,GA,Appling,Baxley,31513,13001
Appomattox County Sheriff's Office,19,Sheriff's office,VA,Appomattox,Appomattox,24522,51011
Aquinnah Police Department,4,Local police department,MA,Dukes,Aquinnah,2535,25007
Arab Police Department,24,Local police department,AL,Marshall,Arab,35016,1095
Aragon Police Department,4,Local police department,GA,Polk,Aragon,30104,13233
Aransas County Constable Pct. 1,1,Constable/marshal,TX,Aransas,Rockport,78382,48007
Aransas County Constable Pct. 2,1,Constable/marshal,TX,Aransas,Rockport,78382,48007
Aransas County I.S.D. Police Dept.,-9,Special jurisdiction,TX,Aransas,Rockport,78381,48007
Aransas County Sheriff's Office,22,Sheriff's office,TX,Aransas,Rockport,78382,48007
Aransas Pass Police Department,23,Local police department,TX,San Patricio,Aransas Pass,78336,48409
Arapahoe Community College Police Department,7,Special jurisdiction,CO,Arapahoe,Littleton,80160,8005
Arapahoe County Sheriff's Office,407,Sheriff's office,CO,Arapahoe,Centennial,80112,8005
Arcade Police Department,9,Local police department,GA,Jackson,Jefferson,30549,13157
Arcade Village Police Department,6,Local police department,NY,Wyoming,Arcade,14009,36121
Arcadia Police,4,Local police department,IN,Hamilton,Arcadia,46030,18057
Arcadia Police Department,5,Local police department,WI,Trempealeau,Arcadia,54612,55121
Arcadia Police Department,7,Local police department,LA,Bienville,Arcadia,71001,22013
Arcadia Police Department,-9,Local police department,KS,Crawford,Arcadia,66711,20037
Arcadia Police Department,20,Local police department,FL,DeSoto,Arcadia,34265,12027
Arcadia Police Department,-9,Local police department,OK,Oklahoma,Arcadia,73007,40109
Arcadia Police Department,65,Local police department,CA,Los Angeles,Arcadia,91007,6037
Arcanum Police Department,4,Local police department,OH,Darke,Arcanum,45304,39037
Arcata Police Department,21,Local police department,CA,Humboldt,Arcata,95521,6023
Archbald Borough Police Department,5,Local police department,PA,Lackawanna,Archbald,18403,42069
Archbold Police Department,8,Local police department,OH,Fulton,Archbold,43502,39051
Archdale Police Department,24,Local police department,NC,Randolph,Archdale,27263,37151
Archer City Police Department,1,Local police department,TX,Archer,Archer City,76351,48009
Archer County Constable Pct. 2,1,Constable/marshal,TX,Archer,Holliday,76351,48009
Archer County Sheriff's Office,7,Sheriff's office,TX,Archer,Archer City,76351,48009
Archie Police Department,3,Local police department,MO,Cass,Archie,64725,29037
Archuleta County Sheriff's Office,15,Sheriff's office,CO,Archuleta,Pagosa Springs,81147,8007
Arcola Police Department,6,Local police department,TX,Fort Bend,Arcola,77583,48157
Arcola Police Department,1,Local police department,MS,Washington,Arcola,38722,28151
Arcola Police Dept,5,Local police department,IL,Douglas,Arcola,61910,17041
Ardmore Police Department,49,Local police department,OK,Carter,Ardmore,73402,40019
Ardmore Police Department,7,Local police department,AL,Limestone,Ardmore,38449,1083
Ardsley Village Police Department,20,Local police department,NY,Westchester,Ardsley,10502,36119
Arena Police Department,2,Local police department,WI,Iowa,Arena,53503,55049
Arenac County Sheriff's Office,12,Sheriff's office,MI,Arenac,Standish,48658,26011
Argentine Township Police Department,5,Local police department,MI,Genesee,Linden,48451,26049
Argo Police Department,6,Local police department,AL,Jefferson,Trussville,35173,1073
Argonia Police Department,1,Local police department,KS,Sumner,Argonia,67004,20191
Argos Police,5,Local police department,IN,Marshall,Argos,46501,18099
Argyle Police Department,8,Local police department,TX,Denton,Argyle,76226,48121
Argyle Police Department,1,Local police department,WI,Lafayette,Argyle,53504,55065
Ariton Police Department,2,Local police department,AL,Dale,Ariton,36311,1045
Arizona Department of Gaming,35,Special jurisdiction,AZ,Maricopa,Phoenix,85012,4013
Arizona Department of Liquor Licenses And Control,16,Special jurisdiction,AZ,Maricopa,Phoenix,85007,4013
Arizona Department of Public Safety,1244,Primary state law enforcement agency,AZ,Maricopa,Phoenix,85005,4013
Arizona Department of Racing,2,Special jurisdiction,AZ,Maricopa,Phoenix,85007,4013
Arizona Game And Fish Department,-9,Special jurisdiction,AZ,Maricopa,Phoenix,85086,4013
Arizona State Capitol Police,20,Special jurisdiction,AZ,Maricopa,Phoenix,85007,4013
Arizona State Parks - Law Enforcement,58,Special jurisdiction,AZ,Maricopa,Phoenix,85007,4013
Arizona State University Police Department,70,Special jurisdiction,AZ,Maricopa,Tempe,85287,4013
Arizona Western College Police Department,7,Special jurisdiction,AZ,Yuma,Yuma,85366,4027
Arkadelphia Police Department,22,Local police department,AR,Clark,Arkadelphia,71923,5019
Arkansas ABC Enforcement,17,Special jurisdiction,AR,Pulaski,Little Rock,72201,5119
Arkansas City Police Department,1,Local police department,AR,Desha,Arkansas City,71630,5041
Arkansas City Police Department,24,Local police department,KS,Cowley,Arkansas City,67005,20035
Arkansas County Sheriff's Office,-9,Sheriff's office,AR,Arkansas,De Witt,72042,5001
Arkansas Forestry Commission - Law Enforcement Div.,12,Special jurisdiction,AR,Pulaski,Little Rock,72204,5119
Arkansas Game And Fish - Enforcement Division,183,Special jurisdiction,AR,Pulaski,Little Rock,72205,5119
Arkansas Highway Police,149,Special jurisdiction,AR,Pulaski,Little Rock,72203,5119
Arkansas Insurance Department - Fraud Investigation Div.,8,Special jurisdiction,AR,Pulaski,Little Rock,72201,5119
Arkansas Parks & Tourism,84,Special jurisdiction,AR,Pulaski,Little Rock,72201,5119
Arkansas State Capitol Police,19,Special jurisdiction,AR,Pulaski,Little Rock,72201,5119
Arkansas State Hospital Dept of Public Safety,25,Special jurisdiction,AR,Pulaski,Little Rock,72205,5119
Arkansas State Police,525,Primary state law enforcement agency,AR,Pulaski,Little Rock,72209,5119
Arkansas State University - Beebe Police,4,Special jurisdiction,AR,White,Beebe,72012,5145
Arkansas State University - Newport Police Dept,2,Special jurisdiction,AR,Jackson,Newport,72212,5067
Arkansas State University Police Dept.,17,Special jurisdiction,AR,Craighead,State Universtiy,72467,5031
Arkansas Tech University Dept of Public Safety,9,Special jurisdiction,AR,Pope,Russellville,72801,5115
Arkansas Tobacco Control,12,Special jurisdiction,AR,Pulaski,Little Rock,72201,5119
Arkoma Police Department,3,Local police department,OK,Le Flore,Arkoma,74901,40079
Arley Police Department,2,Local police department,AL,Winston,Arley,35541,1133
Arlington County Police Department,364,Local police department,VA,Arlington,Arlington,22201,51013
Arlington County Sheriff's Office,211,Sheriff's office,VA,Arlington,Arlington,22201,51013
Arlington Heights Police Department,3,Local police department,OH,Hamilton,Cincinnati,45215,39061
Arlington Heights Police Department,114,Local police department,IL,Cook,Arlington Heights,60005,17031
Arlington Police Department,610,Local police department,TX,Tarrant,Arlington,76011,48439
Arlington Police Department,64,Local police department,MA,Middlesex,Arlington,2474,25017
Arlington Police Department,2,Local police department,MN,Sibley,Arlington,55307,27143
Arlington Police Department,3,Local police department,GA,Calhoun,Arlington,39813,13037
Arlington Police Department,27,Local police department,WA,Snohomish,Arlington,98223,53061
Arma Police Department,5,Local police department,KS,Crawford,Arma,66712,20037
Armada Police Department,2,Local police department,MI,Macomb,Armada,48005,26099
Armour Police Department,1,Local police department,SD,Douglas,Armour,57313,46043
Armstrong Atlantic State University Police Department,13,Special jurisdiction,GA,Chatham,Savannah,31419,13051
Armstrong County District Attorney,2,Special jurisdiction,PA,Armstrong,Kittanning,16201,42005
Armstrong County Sheriff's Office,3,Sheriff's office,TX,Armstrong,Claude,79019,48011
Armstrong County Sheriff's Office,-9,Sheriff's office,PA,Armstrong,Kittanning,16201,42005
Armstrong Police Department,1,Local police department,IA,Emmet,Armstrong,50514,19063
Arnaudville Police Department,4,Local police department,LA,St. Landry,Arnaudville,70512,22097
Arnett Police Department,1,Local police department,OK,Ellis,Arnett,73832,40045
Arnold Police Department,49,Local police department,MO,Jefferson,Arnold,63010,29099
Arnold Police Department,11,Local police department,PA,Westmoreland,New Kensington,15068,42129
